iso3_country_code,date,price,country,price_type,market,commodity,currency,unit
IDN,2015-09-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2015-10-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2015-11-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2015-12-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-01-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-02-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-03-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-04-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-05-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-06-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-07-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-08-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-09-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-10-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-11-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2016-12-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-01-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-02-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-03-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-04-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-05-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-06-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-07-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-08-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-09-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-10-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-11-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2017-12-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-01-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-02-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-03-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-04-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-05-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-06-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-07-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-08-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-09-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-10-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-11-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2018-12-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-01-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-02-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-03-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-04-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-05-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-06-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-07-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-08-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-09-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-10-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-11-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2019-12-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-01-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-02-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-03-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-04-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-05-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-06-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-07-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-08-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-09-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-10-01,,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-11-01,42797.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2020-12-01,58170.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-01-01,83852.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-02-01,89923.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-03-01,100876.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-04-01,85371.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-05-01,69108.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-06-01,58279.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-07-01,67172.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-08-01,50970.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-09-01,40531.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-10-01,41787.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-11-01,40324.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2021-12-01,74995.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-01-01,75220.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-02-01,60823.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-03-01,70463.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-04-01,59196.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-05-01,56556.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-06-01,88199.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-07-01,100124.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-08-01,78057.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-09-01,71071.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-10-01,62052.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-11-01,51689.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2022-12-01,59840.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-01-01,62270.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-02-01,59326.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-03-01,65019.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-04-01,51538.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-05-01,46982.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-06-01,48450.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-07-01,47033.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-08-01,48794.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-09-01,43963.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-10-01,53020.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-11-01,75648.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2023-12-01,72191.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-01-01,52819.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-02-01,49750.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-03-01,52983.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-04-01,45711.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-05-01,41915.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-06-01,45798.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-07-01,54059.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-08-01,59049.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-09-01,45019.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-10-01,41359.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-11-01,36434.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2024-12-01,42789.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-01-01,71241.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-02-01,67862.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-03-01,76544.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-04-01,61688.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-05-01,41613.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-06-01,47730.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-07-01,54274.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-08-01,43331.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-09-01,42002.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-10-01,37587.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2025-11-01,37628.0,Indonesia,RETAIL,National Average,Chili (bird's eye),IDR,Kg
IDN,2008-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2008-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2009-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2010-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2011-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2012-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2013-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2014-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2015-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2016-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2017-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2018-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-11-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2019-12-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-01-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-02-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-03-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-04-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-05-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-06-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-07-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-08-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-09-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-10-01,,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-11-01,51568.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2020-12-01,67807.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-01-01,67719.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-02-01,66642.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-03-01,64256.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-04-01,61654.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-05-01,52073.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-06-01,39534.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-07-01,41187.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-08-01,35907.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-09-01,33972.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-10-01,41059.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-11-01,49386.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2021-12-01,52364.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-01-01,44049.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-02-01,45736.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-03-01,59242.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-04-01,54135.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-05-01,53117.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-06-01,87675.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-07-01,109883.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-08-01,92148.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-09-01,84481.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-10-01,64712.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-11-01,52255.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2022-12-01,53478.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2023-01-01,50102.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2023-02-01,51981.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2023-03-01,50310.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2023-04-01,45559.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2023-05-01,40219.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2023-06-01,41499.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2023-07-01,45712.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2023-08-01,47059.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
IDN,2023-09-01,46613.0,Indonesia,RETAIL,National Average,Chili (red),IDR,Kg
